Rv_ID,Gene name,Geneid/Contrast_id,is_sdr,func_tuberculist,function_sanger,redox_enzyme,function_redox_,Function,groups,COG,cog_annot,UK_score_4,u1,u2,u3,u1_tn,u2_tn
Rv0723,rplO,744.0,0.0,information pathways,50S ribosomal protein L15,0.0,,LSU ribosomal protein L15p (L27Ae),0.0,J,"Translation, ribosomal structure and biogenesis ",0.0,0.23744297,1.4686353,0.6607168000000001,1.4273812,-2.3027902
Rv0724,sppA,745.0,0.0,cell wall and cell processes,"protease IV, signal peptide peptidase",0.0,,Possible protease IV SppA (endopeptidase IV) (signal peptide peptidase),0.0,OU,,0.0,3.5240873999999995,-1.5084183999999998,0.14532958,-6.344994,1.2026184
Rv0724A,Rv0724A,746.0,0.0,conserved hypotheticals,,0.0,,,0.0,S,Function unknown ,0.0,2.5605087,0.24452977,1.4210483999999999,-6.4406056,1.2070901000000005
Rv0725c,Rv0725c,747.0,0.0,conserved hypotheticals,conserved hypothetical protein,0.0,,,0.0,Q,"Secondary metabolites biosynthesis, transport and catabolism ",0.0,3.1167057000000002,-0.28701192,0.5820473,-6.3220997,1.1487606000000001
Rv0726c,Rv0726c,748.0,0.0,lipid metabolism,conserved hypothetical protein,0.0,,,0.0,Q,"Secondary metabolites biosynthesis, transport and catabolism ",0.0,3.4517133,-1.3483737,0.2742234000000001,-6.337184400000001,1.2213597
Rv0727c,fucA,749.0,0.0,intermediary metabolism and respiration,L-fuculose phosphate aldolase,0.0,,L-fuculose phosphate aldolase (EC 4.1.2.17),0.0,G,Carbohydrate transport and metabolism ,0.0,2.6511428,0.057549376,-0.058029252999999996,-6.3867449999999995,1.2612173999999998
Rv0728c,serA2,750.0,0.0,intermediary metabolism and respiration,similar to D-3-phosphoglycerate dehydrogenases,1.0,Involved at the first committed step in the 'phosphorylated' pathway of L-serine biosynthesis. Catalyzes the oxidation of D-3-phosphoglycerate to 3-phosphohydroxypyruvate [catalytic activity: 3-phosphoglycerate + NAD(+) = 3-phosphohydroxypyruvate + NADH].,D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95),0.0,HE,,0.0,0.54163134,-0.98281837,0.13633479,7.8848977,-2.1755052000000004
Rv0729,xylB,751.0,0.0,intermediary metabolism and respiration,xylulose kinase,0.0,,Putative xylulose kinase (EC 2.7.1.17),0.0,G,Carbohydrate transport and metabolism ,0.0,1.5315623,-0.096091926,0.28597,-6.30964,1.1906635
Rv0730,Rv0730,752.0,0.0,intermediary metabolism and respiration,conserved hypothetical protein,0.0,,,0.0,S,Function unknown ,0.0,3.4585972000000003,0.053976048,0.15502061,-6.3461695,1.2030039
Rv0731c,Rv0731c,753.0,0.0,lipid metabolism,conserved hypothetical protein,0.0,,,0.0,Q,"Secondary metabolites biosynthesis, transport and catabolism ",0.0,2.690454,0.17859570000000002,1.488891,14.675603,4.202426999999999
Rv0732,secY,754.0,0.0,cell wall and cell processes,SecY subunit of preprotein translocase,0.0,,Preprotein translocase secY subunit (TC 3.A.5.1.1),0.0,U,"Intracellular trafficking, secretion, and vesicular transport ",0.0,1.1944395,0.5558835999999999,0.7512213000000001,-6.2236123,1.1912081
Rv0733,adk,755.0,0.0,intermediary metabolism and respiration,probable adenylate kinase,0.0,,Adenylate kinase (EC 2.7.4.3),0.0,F,Nucleotide transport and metabolism ,0.0,2.6166720000000003,0.18493403,0.90459424,-6.3509703,1.2015568
Rv0734,mapA,756.0,0.0,intermediary metabolism and respiration,probable methionine aminopeptidase,0.0,,Methionine aminopeptidase (EC 3.4.11.18),0.0,J,"Translation, ribosomal structure and biogenesis ",0.0,2.161505,0.28196955,0.55930084,-6.305927,1.1211365
Rv0735,sigL,757.0,0.0,information pathways,sigma-70 factors ECF subfamily,0.0,,RNA polymerase sigma-70 factor,0.0,K,Transcription ,0.0,3.489213,-0.5642632,0.36442626,-6.2554172999999995,1.1787451999999998
Rv0736,rslA,758.0,0.0,information pathways,hypothetical protein,0.0,,Possible membrane protein,0.0,K,Transcription ,0.0,2.7754707,-0.87119585,1.2756305000000001,-6.322692,1.2046899
Rv0737,Rv0737,759.0,0.0,regulatory proteins,putative transcriptional regulator,0.0,,"Transcriptional regulator, MarR family",0.0,K,Transcription ,0.0,0.68733674,-1.4550225,0.11286103,-6.2673025,1.1727117
Rv0738,Rv0738,760.0,0.0,conserved hypotheticals,possible membrane protein,0.0,,,0.0,S,Function unknown ,0.0,3.2748497000000003,-0.84199506,0.17143251,-6.2499465999999995,1.2008753
Rv0739,Rv0739,761.0,0.0,conserved hypotheticals,conserved hypothetical protein,0.0,,,0.0,S,Function unknown ,0.0,2.1356099,0.07762919,0.08251072,-6.322150700000001,1.178751
Rv0740,Rv0740,762.0,0.0,conserved hypotheticals,conserved hypothetical protein,0.0,,,0.0,S,Function unknown ,0.0,2.2298880000000003,-1.0992948,1.1705185,-6.191048599999999,1.0711282
Rv0741,Rv0741,763.0,0.0,insertion seqs and phages,truncated copy of IS1557,0.0,,Mobile element protein,0.0,L,"Replication, recombination and repair ",0.0,2.7226255,-0.15699556,1.2346423999999998,-2.3879445,-12.432602000000001
Rv0742,PE_PGRS8,764.0,0.0,PE/PPE,PE_PGRS-family protein,0.0,,PE-PGRS FAMILY PROTEIN,0.0,S,Function unknown ,0.0,3.2185686000000002,-0.31249887,0.4197976,-6.2316985,1.2021908000000001
Rv0743c,Rv0743c,765.0,0.0,conserved hypotheticals,hypothetical protein,0.0,,,0.0,S,Function unknown ,0.0,3.3112612,-0.7905696,0.23934057,-6.2419953,1.1495667999999999
Rv0744c,Rv0744c,766.0,0.0,regulatory proteins,putative transcriptional regulator,0.0,,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN,0.0,S,Function unknown ,0.0,3.2533734,-1.8002462,-0.6248246000000001,-6.1630244,1.0543214
Rv0745,Rv0745,767.0,0.0,conserved hypotheticals,conserved hypothetical protein,0.0,,,0.0,S,Function unknown ,0.0,3.5007839999999995,-0.5559814000000001,0.13735868,2.4489532000000005,-1.20733
Rv0746,PE_PGRS9,768.0,0.0,PE/PPE,PE_PGRS-family protein,0.0,,PE-PGRS virulence associated protein,0.0,S,Function unknown ,0.0,3.0036259999999997,0.20362467,0.3215126,7.421309,-3.5902138
Rv0747,PE_PGRS10,769.0,0.0,PE/PPE,PE_PGRS-family protein,0.0,,PE-PGRS FAMILY PROTEIN,0.0,S,Function unknown ,0.0,3.108473,-1.1789923999999998,1.2302798000000001,-6.223163,1.1676263
Rv0748,vapB31,770.0,0.0,"virulence, detoxification, adaptation",conserved hypothetical protein,0.0,,,0.0,S,Function unknown ,0.0,2.9638171000000004,-0.063450605,0.15165041,-6.2733493,1.1515499
Rv0749,vapC31,771.0,0.0,"virulence, detoxification, adaptation",conserved hypothetical protein,0.0,,,0.0,S,Function unknown ,0.0,2.7655907,-0.2894532,0.28290370000000004,-6.135139,1.1009698
Rv0749A,Rv0749A,772.0,0.0,conserved hypotheticals,,0.0,,Rv3128c-like protein,0.0,S,Function unknown ,0.0,3.4720169999999997,-1.579191,0.12130195,-6.1634035,1.1096774
Rv0750,Rv0750,773.0,0.0,conserved hypotheticals,conserved hypothetical protein,0.0,,,0.0,S,Function unknown ,0.0,3.5605067999999997,-0.8045104000000001,-0.6635677,-6.190029,1.1144423
Rv0751c,mmsB,774.0,0.0,intermediary metabolism and respiration,methylmalmonate semialdehyde oxidoreductase,1.0,"Catalyzes the NAD-dependent, reversible oxidation of 3-hydroxbutyrate to methylmalonate [catalytic activity: 3-hydroxy-2-methylpropanoate + NAD+ = 2-methyl-3-oxopropanoate + NADH].",3-hydroxyisobutyrate dehydrogenase (EC 1.1.1.31),0.0,I,Lipid transport and metabolism ,0.0,3.451878,-0.4881164000000001,0.661142,10.221897,-0.6596164000000001
Rv0752c,fadE9,775.0,0.0,lipid metabolism,acyl-CoA dehydrogenase,0.0,,"Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.99.2)",0.0,I,Lipid transport and metabolism ,0.0,3.052813,-1.205575,1.4689412,-5.4290414,1.9512871999999999
Rv0753c,mmsA,776.0,0.0,intermediary metabolism and respiration,methylmalmonate semialdehyde dehydrogenase,0.0,,Methylmalonate-semialdehyde dehydrogenase (EC 1.2.1.27),0.0,C,Energy production and conversion ,0.0,3.5522013,0.20267594,0.4639943,-6.121524,1.123499
Rv0754,PE_PGRS11,777.0,0.0,PE/PPE,PE_PGRS-family protein,0.0,,PE-PGRS FAMILY PROTEIN,0.0,G,Carbohydrate transport and metabolism ,0.0,3.092473,-1.2208444,1.3844826000000001,-6.1177263,1.126195
Rv0755A,Rv0755A,779.0,0.0,insertion seqs and phages,,0.0,,PUTATIVE TRANSPOSASE (FRAGMENT),0.0,L,"Replication, recombination and repair ",0.0,3.2095387000000004,-1.0226867,0.5807791,-6.2342763,1.179085
Rv0755c,PPE12,778.0,0.0,PE/PPE,PPE-family protein,0.0,,PPE family protein,0.0,S,Function unknown ,0.0,3.7691333,-1.3011582,0.11677396,-6.1647690000000015,1.1004895000000001
Rv0756c,Rv0756c,780.0,0.0,conserved hypotheticals,hypothetical protein,0.0,,,0.0,H,Coenzyme transport and metabolism ,0.0,0.8713146,-0.20544027,1.4921095,12.013041000000001,-6.1760225
Rv0757,phoP,781.0,0.0,regulatory proteins,two-component response regulator,0.0,,DNA-binding response regulator,0.0,TK,,0.0,2.5366213,-0.3185197,0.92497265,-6.213633,1.204762
Rv0758,phoR,782.0,0.0,regulatory proteins,sensor histidine kinase,0.0,,PhoR,0.0,T,Signal transduction mechanisms ,0.0,2.6700761,-0.45309278,1.3388498,10.356036999999999,-0.56519365
Rv0759c,Rv0759c,783.0,0.0,conserved hypotheticals,conserved hypothetical protein,0.0,,HIT family protein,0.0,FGR,,0.0,2.3227580000000003,0.5202626,1.4982203,-6.153914,1.1308818999999999
Rv0760c,Rv0760c,784.0,0.0,conserved hypotheticals,conserved hypothetical protein,0.0,,"steroid isomerase, putative",0.0,S,Function unknown ,0.0,1.4849358999999998,0.57444,0.91462946,-6.186194,1.0939143999999998
Rv0761c,adhB,785.0,0.0,intermediary metabolism and respiration,zinc-containing alcohol dehydrogenase,1.0,Thought to catalyze the reversible oxidation of ethanol to acetaldehyde with the concomitant reduction of NAD. Probably acts on primary or secondary alcohols or hemiacetals [catalytic activity: an alcohol + NAD+ = an aldehyde or ketone + NADH].,Alcohol dehydrogenase (EC 1.1.1.1),0.0,C,Energy production and conversion ,0.0,2.7869822999999996,-0.2186429,2.4275683999999997,-6.0766397,1.1773536
Rv0762c,Rv0762c,786.0,0.0,conserved hypotheticals,hypothetical protein,0.0,,,0.0,S,Function unknown ,0.0,3.3227839999999995,-0.27826917,0.28238872,-6.190543,1.1296524
Rv0763c,Rv0763c,787.0,0.0,intermediary metabolism and respiration,ferredoxin for cytochrome P-450 system,0.0,,Ferredoxin,0.0,C,Energy production and conversion ,0.0,2.1566231,-1.0911819999999999,1.1932707,8.916966,-1.5211898000000001
Rv0764c,cyp51,788.0,0.0,intermediary metabolism and respiration,possible lanosterol 14-demethylase cytochrome P450,0.0,,Cytochrome P450 51,0.0,Q,"Secondary metabolites biosynthesis, transport and catabolism ",0.0,2.2809072,-1.1813543,1.4085091,8.821745,-1.5488819
Rv0765c,Rv0765c,789.0,1.0,intermediary metabolism and respiration,short-chain alcohol dehydrogenase family,1.0,"Function unknown; probably involved in cellular metabolism, possibly electron transfer.","oxidoreductase, short-chain dehydrogenase/reductase family",2.0,IQR,,3.0,2.8898711,0.43413162,0.12342229,-6.0164113,1.1988648000000002
Rv0766c,cyp123,790.0,0.0,intermediary metabolism and respiration,cytochrome p-450,0.0,,putative cytochrome P450 hydroxylase,0.0,Q,"Secondary metabolites biosynthesis, transport and catabolism ",0.0,2.962992,-0.020553466,1.5477698,-6.112393,1.1113073999999998
Rv0767c,Rv0767c,791.0,0.0,conserved hypotheticals,hypothetical protein,0.0,,"Transcriptional regulator, TetR family",0.0,S,Function unknown ,0.0,2.9184513,-0.8888794,0.48226365,10.174171000000001,-0.96110696
Rv0768,aldA,792.0,0.0,intermediary metabolism and respiration,aldehyde dehydrogenases,0.0,,Aldehyde dehydrogenase (EC 1.2.1.3),0.0,C,Energy production and conversion ,0.0,3.4760475,-0.45008117,0.6543526999999999,-6.0884414000000024,1.1459613000000002
Rv0769,Rv0769,793.0,1.0,intermediary metabolism and respiration,similar to 7-alpha-hydroxysteroid dehydrogenase,1.0,Function unknown; probably involved in cellular metabolism.,3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100),4.0,IQR,,3.0,1.6373293,-0.9173933000000001,1.7751154999999998,-6.0781374,1.2277014
Rv0770,Rv0770,794.0,0.0,intermediary metabolism and respiration,similar to 3-hydroxyisobutyrate dehydrogenase,1.0,Function unknown; 3-hydroxyisobutyrate dehydrogenase family protein probably involved in cellular metabolism.,2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60),0.0,I,Lipid transport and metabolism ,2.0,2.9437,-0.41883832,2.423807,-6.0234146,1.2284760000000001
Rv0771,Rv0771,795.0,0.0,intermediary metabolism and respiration,probable 4-carboxymuconolactone decarboxylase,0.0,,4-carboxymuconolactone decarboxylase (EC 4.1.1.44),0.0,S,Function unknown ,0.0,1.626056,-0.88004315,1.7421441000000002,-6.0547028,1.1679451
Rv0772,purD,796.0,0.0,intermediary metabolism and respiration,phosphoribosylamine-glycine ligase,0.0,,Phosphoribosylamine--glycine ligase (EC 6.3.4.13),0.0,F,Nucleotide transport and metabolism ,0.0,2.7748952,-0.24537197,2.415887,8.562697,7.0063714999999975
Rv0773c,ggtA,797.0,0.0,intermediary metabolism and respiration,putative [gamma]-glutamyl transpeptidase,0.0,,Gamma-glutamyltranspeptidase (EC 2.3.2.2),0.0,E,Amino acid transport and metabolism ,0.0,1.9007492,0.42822692,1.5335771999999999,10.388146,-0.3741392
Rv0774c,Rv0774c,798.0,0.0,cell wall and cell processes,conserved hypothetical protein,0.0,,Gamma-glutamyltranspeptidase (EC 2.3.2.2),0.0,R,General function prediction only ,0.0,0.59695995,-0.14526884,1.2493242,-6.0572524,1.1232531000000001
Rv0775,Rv0775,799.0,0.0,conserved hypotheticals,conserved hypothetical protein,0.0,,"Transcriptional regulator, TetR family",0.0,S,Function unknown ,0.0,2.1061707000000003,-0.10956547,1.8171304,14.696743,4.230119999999999
Rv0776c,Rv0776c,800.0,0.0,conserved hypotheticals,conserved hypothetical protein,0.0,,,0.0,S,Function unknown ,0.0,3.3778010000000003,-0.24960007,0.24823073,-6.110183,1.1250978
Rv0777,purB,801.0,0.0,intermediary metabolism and respiration,adenylosuccinate lyase,0.0,,Adenylosuccinate lyase (EC 4.3.2.2),0.0,F,Nucleotide transport and metabolism ,0.0,1.8216598999999998,1.019145,1.1316028,-6.140672,1.0977719
Rv0778,cyp126,802.0,0.0,intermediary metabolism and respiration,"similar linalool 8-monooxygenase, cytochrome p-450",0.0,,Cytochrome P450 126A3,0.0,Q,"Secondary metabolites biosynthesis, transport and catabolism ",0.0,2.8811734,-0.41299245,2.348423,5.2726655,-1.9451028000000001
Rv0779c,Rv0779c,803.0,0.0,cell wall and cell processes,conserved hypothetical protein,0.0,,POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN,0.0,V,Defense mechanisms ,0.0,3.0322042000000002,-0.31969047,2.3951552000000005,-6.0308757,1.132536
Rv0780,purC,804.0,0.0,intermediary metabolism and respiration,phosphoribosylaminoimidazole-succinocarboxamide,0.0,,Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6),0.0,F,Nucleotide transport and metabolism ,0.0,2.6674469,0.28033888,1.1016413,-6.043951,1.1565238000000002
Rv0781,ptrBa,805.0,0.0,intermediary metabolism and respiration,"protease II, [beta] subunit",0.0,,Protease II (EC 3.4.21.83),0.0,E,Amino acid transport and metabolism ,0.0,2.4178042,-0.0052874624,1.3214221000000002,11.902366,-6.2578692
Rv0782,ptrBb,806.0,0.0,intermediary metabolism and respiration,"protease II, [alpha] subunit",0.0,,Protease II (EC 3.4.21.83),0.0,E,Amino acid transport and metabolism ,0.0,2.4078963,0.28562382,0.2679357,7.408465400000001,-3.5817451
Rv0783c,emrB,807.0,0.0,cell wall and cell processes,multidrug resistance protein,0.0,,Inner membrane component of tripartite multidrug resistance system,0.0,GEPR,,0.0,2.9710332999999998,-0.55753076,2.3832629,-6.05633,1.1481212
Rv0784,Rv0784,808.0,0.0,conserved hypotheticals,conserved hypothetical protein,0.0,,,0.0,R,General function prediction only ,0.0,2.1682718,-1.3999972,0.8599544,-6.0139337,1.2203623
Rv0785,Rv0785,809.0,0.0,conserved hypotheticals,putative dehydrogenases,1.0,Function unknown,Fumarate/succinate/L-aspartate dehydrogenases,0.0,R,General function prediction only ,3.0,2.9178956,-0.11358833,1.331116,10.0025425,-1.5659323
Rv0786c,Rv0786c,810.0,0.0,conserved hypotheticals,conserved hypothetical protein,0.0,,,0.0,R,General function prediction only ,0.0,3.7719235,-1.355631,0.10470816,1.4264017,-2.3033226000000004
Rv0787,Rv0787,811.0,0.0,conserved hypotheticals,hypothetical protein,0.0,,,0.0,EF,,0.0,2.2373272999999996,-0.5511598000000001,0.3019124,8.125611,-4.172339
Rv0787A,Rv0787A,812.0,0.0,conserved hypotheticals,,0.0,,"Phosphoribosylformylglycinamidine synthase, PurS subunit (EC 6.3.5.3)",0.0,F,Nucleotide transport and metabolism ,0.0,2.9646015,-0.38696268,0.27031887,-6.0426955,1.1796407
Rv0788,purQ,813.0,0.0,intermediary metabolism and respiration,phosphoribosylformylglycinamidine synthase I,0.0,,"Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)",0.0,F,Nucleotide transport and metabolism ,0.0,0.6613155,-1.4795082,0.06713659,-5.866923,1.2702132
Rv0789c,Rv0789c,814.0,0.0,conserved hypotheticals,hypothetical protein,0.0,,,0.0,S,Function unknown ,0.0,3.3346519999999997,0.062532336,0.18915874,9.946033,-1.3118865
Rv0790c,Rv0790c,815.0,0.0,conserved hypotheticals,hypothetical protein,0.0,,"Transglutaminase-like enzymes, putative cysteine proteases",0.0,E,Amino acid transport and metabolism ,0.0,3.106593,-2.2515824,1.1178071000000005,-5.9641166,1.2086133
Rv0791c,Rv0791c,816.0,0.0,conserved hypotheticals,possible monooxygenasemonoxygenase,1.0,Function unknown,"Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases",0.0,C,Energy production and conversion ,2.0,3.096377,-2.2426652999999996,1.0968527,-6.0738195999999975,1.1671579
Rv0792c,Rv0792c,817.0,0.0,regulatory proteins,transcriptional regulator (GntR family),0.0,,"PF00070 family, FAD-dependent NAD(P)-disulphide oxidoreductase",0.0,K,Transcription ,0.0,3.0939894,-2.2434049,1.0938406,11.9906845,-6.187005
Rv0793,Rv0793,818.0,0.0,intermediary metabolism and respiration,conserved hypothetical protein,0.0,,,0.0,S,Function unknown ,0.0,2.3347886000000004,1.1986763,1.3519691,-6.0046,1.1688777
Rv0794c,Rv0794c,819.0,0.0,intermediary metabolism and respiration,dihydrolipoamide dehydrogenase,1.0,Function unknown; probably involved in cellular metabolism.,"PF00070 family, FAD-dependent NAD(P)-disulphide oxidoreductase",0.0,C,Energy production and conversion ,2.0,3.0775325000000002,0.53305113,0.15975137,-6.044872799999999,1.2395976999999998
Rv0795,Rv0795,820.0,0.0,insertion seqs and phages,possible IS6110 transposase,0.0,,Mobile element protein,0.0,L,"Replication, recombination and repair ",0.0,11.642903,2.6647553,-0.30738625,-5.9449677,1.2250972
Rv0796,Rv0796,821.0,0.0,insertion seqs and phages,possible IS6110 transposase,0.0,,Mobile element protein,0.0,L,"Replication, recombination and repair ",0.0,1.0159076,13.288317000000001,0.20308687,-5.963337,1.2608957
Rv0797,Rv0797,822.0,0.0,insertion seqs and phages,hypothetical protein,0.0,,Mobile element protein,0.0,L,"Replication, recombination and repair ",0.0,2.7353187,0.26651514,0.6061329000000001,7.4029217,-3.598507
Rv0798c,cfp29,823.0,0.0,"virulence, detoxification, adaptation",similar to bacteriocins,0.0,,Encapsulating protein for a DyP-type peroxidase or ferritin-like protein oligomers,0.0,S,Function unknown ,0.0,3.2724947999999996,-0.96479094,1.8516566000000003,-5.9696746,1.2025073
Rv0799c,Rv0799c,824.0,0.0,conserved hypotheticals,conserved hypothetical protein,0.0,,"Predicted dye-decolorizing peroxidase (DyP), encapsulated subgroup",0.0,P,Inorganic ion transport and metabolism ,0.0,1.0521743000000001,0.54758406,0.23097153,10.83405,-0.005887789
Rv0800,pepC,825.0,0.0,intermediary metabolism and respiration,aminopeptidase I,0.0,,Aspartyl aminopeptidase,0.0,E,Amino acid transport and metabolism ,0.0,2.9816082,-0.53196526,2.3098602,-5.8621097,1.2186427
Rv0801,Rv0801,826.0,0.0,conserved hypotheticals,hypothetical protein,0.0,,glyoxalase family protein superfamily,0.0,S,Function unknown ,0.0,3.0928946,-1.5245178999999998,-0.79765433,-5.9013004,1.2418677
Rv0802c,Rv0802c,827.0,0.0,intermediary metabolism and respiration,acetyltransferase,0.0,,,0.0,J,"Translation, ribosomal structure and biogenesis ",0.0,3.187754,-0.8776226,0.2645105,8.562697,7.006190299999999
Rv0803,purL,828.0,0.0,intermediary metabolism and respiration,phosphoribosylformylglycinamidine synthase II,0.0,,"Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3)",0.0,F,Nucleotide transport and metabolism ,0.0,2.2711537,0.09866265,0.14487624,-5.9739065,1.188297
Rv0804,Rv0804,829.0,0.0,conserved hypotheticals,conserved hypothetical protein,0.0,,"3',5'-cyclic-nucleotide phosphodiesterase (EC 3.1.4.17)",0.0,R,General function prediction only ,0.0,0.63047785,-0.8000391,0.3958178,-5.9601097,1.2040336999999999
Rv0805,Rv0805,830.0,0.0,intermediary metabolism and respiration,conserved hypothetical protein,0.0,,"3',5'-cyclic-nucleotide phosphodiesterase (EC 3.1.4.17)",0.0,R,General function prediction only ,0.0,2.9922470000000003,-0.22987372,0.7046609,11.963467,-6.1999182999999976
Rv0806c,cpsY,831.0,0.0,cell wall and cell processes,probable UDP-glucose-4-epimerase,0.0,,probable UDP-glucose-4-epimerase,0.0,S,Function unknown ,0.0,3.1099045,-1.0218447,0.9389465,-5.8364096,1.3445966999999999
Rv0807,Rv0807,832.0,0.0,conserved hypotheticals,conserved hypothetical protein,0.0,,,0.0,S,Function unknown ,0.0,3.4670803999999995,-0.40351582,0.2418748,-6.001591,1.1747812
Rv0808,purF,833.0,0.0,intermediary metabolism and respiration,amidophosphoribosyltransferase,0.0,,Amidophosphoribosyltransferase (EC 2.4.2.14),0.0,F,Nucleotide transport and metabolism ,0.0,3.144805,0.39004856,0.080727875,-5.8407316,1.3256828
Rv0809,purM,834.0,0.0,intermediary metabolism and respiration,5'-phosphoribosyl-5-aminoimidazole synthase,0.0,,Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1),0.0,F,Nucleotide transport and metabolism ,0.0,2.5842497000000004,0.18126532,1.4619825,-5.9950485,1.1895566999999998
Rv0810c,Rv0810c,835.0,0.0,conserved hypotheticals,hypothetical protein,0.0,,,0.0,S,Function unknown ,0.0,3.2461805,-1.7135477,-0.40448818,-5.870442,1.2502393
Rv0811c,Rv0811c,836.0,0.0,conserved hypotheticals,conserved hypothetical protein,0.0,,Folate-dependent protein for Fe/S cluster synthesis/repair in oxidative stress,0.0,R,General function prediction only ,0.0,3.3012626000000003,-0.55495334,0.83897424,7.965338,-1.9086858
Rv0812,Rv0812,837.0,0.0,intermediary metabolism and respiration,aminodeoxychorismate lyase,0.0,,Aminodeoxychorismate lyase (EC 4.1.3.38),0.0,EH,,0.0,2.8601565,-1.0287169,1.5845151000000002,9.346860000000001,-1.5745348999999995
Rv0813c,Rv0813c,838.0,0.0,conserved hypotheticals,conserved hypothetical protein,0.0,,DUF1794,0.0,S,Function unknown ,0.0,3.1813557,-0.92192316,1.8817805,-5.9405155,1.2359942
Rv0814c,sseC2,839.0,0.0,intermediary metabolism and respiration,thiosulfate sulfurtransferase,0.0,,probable sseC protein,0.0,S,Function unknown ,0.0,0.83901876,-0.10506058,0.28280252,5.248421,-1.9313171999999998
Rv0815c,cysA2,840.0,0.0,intermediary metabolism and respiration,thiosulfate sulfurtransferase,0.0,,"Thiosulfate sulfurtransferase, rhodanese (EC 2.8.1.1)",0.0,P,Inorganic ion transport and metabolism ,0.0,1.410967,0.6195183000000001,0.2903478,5.2599926,-1.9443848999999997
Rv0816c,thiX,841.0,0.0,intermediary metabolism and respiration,equivalent to M. leprae ThiX,0.0,,Thioredoxin,0.0,OC,,0.0,3.3434367,-2.8266242000000004,1.3064678,-5.8532863,1.2405818000000002
Rv0817c,Rv0817c,842.0,0.0,cell wall and cell processes,probable exported protein,0.0,,,0.0,S,Function unknown ,0.0,2.8037395,-0.15615004,2.2375066,-5.8348694000000005,1.2923528
Rv0818,Rv0818,843.0,0.0,regulatory proteins,two-component response regulator,0.0,,Phosphate regulon transcriptional regulatory protein PhoB (SphR),0.0,TK,,0.0,2.7008803,-1.1226351,1.2239427999999999,7.7518167,-2.1425736
Rv0819,mshD,844.0,0.0,intermediary metabolism and respiration,conserved hypothetical protein,0.0,,"Acetyl-CoA:Cys-GlcN-Ins acetyltransferase, mycothiol synthase MshD",0.0,R,General function prediction only ,0.0,1.1365018,-0.67121905,0.7579759,12.019008,-6.203572
Rv0820,phoT,845.0,0.0,cell wall and cell processes,phosphate transport system ABC transporter,0.0,,Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1),0.0,P,Inorganic ion transport and metabolism ,0.0,3.0275562000000003,0.60216326,1.0264115,-5.819928,1.2949746000000002
Rv0821c,phoY2,846.0,0.0,cell wall and cell processes,phosphate transport system regulator,0.0,,Phosphate transport system regulatory protein PhoU,0.0,P,Inorganic ion transport and metabolism ,0.0,3.2178054,0.034663862999999996,0.09327719,5.263681,-1.9739727999999999
Rv0822c,Rv0822c,847.0,0.0,conserved hypotheticals,conserved hypothetical protein,0.0,,"Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily A1 (as in PMID19099556)",0.0,K,Transcription ,0.0,2.7918119999999997,0.38558865,1.0911242,-5.862406,1.2659456
Rv0823c,Rv0823c,848.0,0.0,regulatory proteins,transcriptional regulator (NifR3/Smm1 family),1.0,Thought to be involved in transcriptional mechanism.,tRNA dihydrouridine synthase B (EC 1.-.-.-),0.0,J,"Translation, ribosomal structure and biogenesis ",1.0,0.5196385,-0.8887287,0.08084741,7.429461,-3.5820043
Rv0824c,desA1,849.0,0.0,lipid metabolism,acyl-[ACP] desaturase,0.0,,Fatty acid desaturase occurring in virulence cluster,0.0,S,Function unknown ,0.0,1.414318,-0.39823493,0.60629493,8.032544999999999,-1.8720477
Rv0825c,Rv0825c,850.0,0.0,conserved hypotheticals,conserved hypothetical protein,0.0,,"Transcriptional regulator, TetR family",0.0,K,Transcription ,0.0,3.8750453,-1.1387326,0.04447908,7.9518895,-1.9301002
Rv0826,Rv0826,851.0,0.0,conserved hypotheticals,conserved hypothetical protein,0.0,,,0.0,S,Function unknown ,0.0,2.7312818,0.6376116,1.4217408999999999,8.058178,-3.7886504999999997
Rv0827c,kmtR,852.0,0.0,regulatory proteins,transcriptional regulator (ArsR family),0.0,,"transcriptional regulator, ArsR family",0.0,K,Transcription ,0.0,3.1601682,-1.1353229,0.83150244,8.665455,-1.5838975
Rv0828c,Rv0828c,853.0,0.0,intermediary metabolism and respiration,conserved hypothetical protein,0.0,,Deaminase,0.0,FJ,,0.0,2.5163443,0.065918915,1.1899173,10.373438,-0.56709236
