Rv_ID,is_sdr,Function,groups,redox_enzyme,function_redox_,UK_score_4
Rv0806c,0.0,probable UDP-glucose-4-epimerase,0.0,0.0,,0.0
Rv0807,0.0,,0.0,0.0,,0.0
Rv0808,0.0,Amidophosphoribosyltransferase (EC 2.4.2.14),0.0,0.0,,0.0
Rv0809,0.0,Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1),0.0,0.0,,0.0
Rv0810c,0.0,,0.0,0.0,,0.0
Rv0811c,0.0,Folate-dependent protein for Fe/S cluster synthesis/repair in oxidative stress,0.0,0.0,,0.0
Rv0812,0.0,Aminodeoxychorismate lyase (EC 4.1.3.38),0.0,0.0,,0.0
Rv0813c,0.0,DUF1794,0.0,0.0,,0.0
Rv0814c,0.0,probable sseC protein,0.0,0.0,,0.0
Rv0815c,0.0,"Thiosulfate sulfurtransferase, rhodanese (EC 2.8.1.1)",0.0,0.0,,0.0
Rv0816c,0.0,Thioredoxin,0.0,0.0,,0.0
Rv0817c,0.0,,0.0,0.0,,0.0
Rv0818,0.0,Phosphate regulon transcriptional regulatory protein PhoB (SphR),0.0,0.0,,0.0
Rv0819,0.0,"Acetyl-CoA:Cys-GlcN-Ins acetyltransferase, mycothiol synthase MshD",0.0,0.0,,0.0
Rv0820,0.0,Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1),0.0,0.0,,0.0
Rv0821c,0.0,Phosphate transport system regulatory protein PhoU,0.0,0.0,,0.0
Rv0822c,0.0,"Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily A1 (as in PMID19099556)",0.0,0.0,,0.0
Rv0823c,0.0,tRNA dihydrouridine synthase B (EC 1.-.-.-),0.0,1.0,Thought to be involved in transcriptional mechanism.,1.0
Rv0824c,0.0,Fatty acid desaturase occurring in virulence cluster,0.0,0.0,,0.0
Rv0825c,0.0,"Transcriptional regulator, TetR family",0.0,0.0,,0.0
Rv0826,0.0,,0.0,0.0,,0.0
Rv0827c,0.0,"transcriptional regulator, ArsR family",0.0,0.0,,0.0
Rv0828c,0.0,Deaminase,0.0,0.0,,0.0
Rv0829,0.0,Mobile element protein,0.0,0.0,,0.0
Rv0830,0.0,O-Methyltransferase involved in polyketide biosynthesis,0.0,0.0,,0.0
Rv0831c,0.0,,0.0,0.0,,0.0
Rv0832,0.0,PE_PGRS family protein,0.0,0.0,,0.0
Rv0833,0.0,,0.0,0.0,,0.0
Rv0834c,0.0,PE-PGRS FAMILY PROTEIN,0.0,0.0,,0.0
Rv0835,0.0,POSSIBLE LIPOPROTEIN LPQQ,0.0,0.0,,0.0
Rv0836c,0.0,,0.0,0.0,,0.0
Rv0837c,0.0,COG4861: Uncharacterized protein conserved in bacteria,0.0,0.0,,0.0
Rv0838,0.0,D-alanyl-D-alanine dipeptidase,0.0,0.0,,0.0
Rv0839,0.0,Methyltransferase (EC 2.1.1.-),0.0,0.0,,0.0
Rv0840c,0.0,Proline iminopeptidase (EC 3.4.11.5),0.0,0.0,,0.0
Rv0841,0.0,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,0.0,0.0,,0.0
Rv0842,0.0,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN,0.0,0.0,,0.0
Rv0843,0.0,PROBABLE DEHYDROGENASE,0.0,0.0,,0.0
Rv0844c,0.0,"DNA-binding response regulator, LuxR family",0.0,0.0,,0.0
Rv0845,0.0,POSSIBLE TWO COMPONENT SENSOR KINASE,0.0,0.0,,0.0
Rv0846c,0.0,Multicopper oxidase,0.0,0.0,,0.0
Rv0847,0.0,PROBABLE LIPOPROTEIN LPQS,0.0,0.0,,0.0
Rv0848,0.0,Cysteine synthase (EC 2.5.1.47),0.0,0.0,,0.0
Rv0849,0.0,PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN,0.0,0.0,,0.0
Rv0850,0.0,PUTATIVE TRANSPOSASE (FRAGMENT),0.0,0.0,,0.0
Rv0851c,1.0,Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),3.0,1.0,Function unknown; possibly involved in cellular metabolism.,3.0
Rv0852,0.0,"Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD16",0.0,0.0,,0.0
Rv0853c,0.0,Pyruvate decarboxylase (EC 4.1.1.1); Alpha-keto-acid decarboxylase (EC 4.1.1.-),0.0,1.0,"Possible indole-3-pyruvate decarboxylase; EC 4.1.1.74 [catalytic activity: 3-(indol-3-YL)pyruvate = 2-(indol-3-YL)acetaldehyde + CO2], or possible pyruvate decarboxylase; EC 4.1.1.1 [catalytic activity: a 2-oxo acid = an aldehyde + CO2].",1.0
Rv0854,0.0,,0.0,0.0,,0.0
Rv0855,0.0,Alpha-methylacyl-CoA racemase (EC 5.1.99.4),0.0,0.0,,0.0
Rv0856,0.0,,0.0,0.0,,0.0
Rv0857,0.0,,0.0,0.0,,0.0
Rv0858c,0.0,putative aminotransferase,0.0,0.0,,0.0
Rv0859,0.0,3-ketoacyl-CoA thiolase [isoleucine degradation] (EC 2.3.1.16),0.0,0.0,,0.0
Rv0860,0.0,Enoyl-CoA hydratase [isoleucine degradation] (EC 4.2.1.17) / 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35) / 3-hydroxybutyryl-CoA epimerase (EC 5.1.2.3),0.0,1.0,Involved in fatty acid degradation (probably in fatty acid beta-oxidation cycle).,0.0
Rv0861c,0.0,DNA repair helicase,0.0,0.0,,0.0
Rv0862c,0.0,probable DNA-binding protein,0.0,0.0,,0.0
Rv0863,0.0,,0.0,0.0,,0.0
Rv0864,0.0,Molybdenum cofactor biosynthesis protein MoaC,0.0,0.0,,0.0
Rv0865,0.0,Molybdenum cofactor biosynthesis protein MoaB,0.0,0.0,,0.0
Rv0866,0.0,Molybdenum cofactor biosynthesis protein MoaE,0.0,0.0,,0.0
Rv0867c,0.0,,0.0,0.0,,0.0
Rv0868c,0.0,Molybdenum cofactor biosynthesis protein MoaD,0.0,0.0,,0.0
Rv0869c,0.0,Molybdenum cofactor biosynthesis protein MoaA,0.0,0.0,,0.0
Rv0870c,0.0,FIG020413: transmembrane protein,0.0,0.0,,0.0
Rv0871,0.0,Cold shock protein CspC,0.0,0.0,,0.0
Rv0872c,0.0,PE-PGRS virulence associated protein,0.0,0.0,,0.0
Rv0873,0.0,"Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.99.2)",0.0,0.0,,0.0
Rv0874c,0.0,,0.0,0.0,,0.0
Rv0875c,0.0,POSSIBLE CONSERVED EXPORTED PROTEIN,0.0,0.0,,0.0
Rv0876c,0.0,possible membrane protein,0.0,0.0,,0.0
Rv0877,0.0,,0.0,0.0,,0.0
Rv0878c,0.0,PPE family protein,0.0,0.0,,0.0
Rv0879c,0.0,POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN,0.0,0.0,,0.0
Rv0880,0.0,"Transcriptional regulator, MarR family",0.0,0.0,,0.0
Rv0881,0.0,putative rRNA methylase,0.0,0.0,,0.0
Rv0882,0.0,PROBABLE TRANSMEMBRANE PROTEIN,0.0,0.0,,0.0
Rv0883c,0.0,,0.0,0.0,,0.0
Rv0884c,0.0,Phosphoserine aminotransferase (EC 2.6.1.52),0.0,0.0,,0.0
Rv0885,0.0,possible transmembrane protein,0.0,0.0,,0.0
Rv0886,0.0,"Ferredoxin / Ferredoxin--NADP(+) reductase, actinobacterial (eukaryote-like) type (EC 1.18.1.2)",0.0,1.0,Serves as the first electron transfer protein in all the P450 systems [catalytic activity: reduced adrenodoxin + NADP+ = oxidized adrenodoxin + NADPH].,1.0
Rv0887c,0.0,Glyoxalase family protein,0.0,0.0,,0.0
Rv0888,0.0,PROBABLE EXPORTED PROTEIN,0.0,0.0,,0.0
Rv0889c,0.0,Citrate synthase (si) (EC 2.3.3.1),0.0,0.0,,0.0
Rv0890c,0.0,"Disease resistance domain-containing protein / Transcriptional regulator, LuxR family",0.0,0.0,,0.0
Rv0891c,0.0,Adenylyl cyclase class-3/4/guanylyl cyclase,0.0,0.0,,0.0
Rv0892,0.0,Cyclohexanone monooxygenase (EC 1.14.13.22),0.0,1.0,Function unknown; probably involved in cellular metabolism.,2.0
Rv0893c,0.0,O-Methyltransferase involved in polyketide biosynthesis,0.0,0.0,,0.0
Rv0894,0.0,Disease resistance domain-containing protein,0.0,0.0,,0.0
Rv0895,0.0,Wax ester synthase/acyl-CoA:diacylglycerol acyltransferase,0.0,0.0,,0.0
Rv0896,0.0,Citrate synthase (si) (EC 2.3.3.1),0.0,0.0,,0.0
Rv0897c,0.0,Beta-carotene ketolase (EC 1.14.-.-),0.0,1.0,Function unknown; probably involved in cellular metabolism.,2.0
Rv0898c,0.0,,0.0,0.0,,0.0
Rv0899,0.0,Outer membrane protein,0.0,0.0,,0.0
Rv0900,0.0,POSSIBLE MEMBRANE PROTEIN,0.0,0.0,,0.0
Rv0901,0.0,POSSIBLE CONSERVED EXPORTED OR MEMBRANE PROTEIN,0.0,0.0,,0.0
Rv0902c,0.0,Sensor-type histidine kinase prrB (EC 2.7.13.3),0.0,0.0,,0.0
Rv0903c,0.0,DNA-binding response regulator,0.0,0.0,,0.0
Rv0904c,0.0,Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2),0.0,0.0,,0.0
Rv0905,0.0,Enoyl-CoA hydratase (EC 4.2.1.17),0.0,0.0,,0.0
Rv0906,0.0,Outer membrane protein romA,0.0,0.0,,0.0
Rv0907,0.0,Beta-lactamase (EC 3.5.2.6),0.0,0.0,,0.0
Rv0908,0.0,"Cation-transporting ATPase, E1-E2 family",0.0,0.0,,0.0
Rv0909,0.0,,0.0,0.0,,0.0
Rv0910,0.0,,0.0,0.0,,0.0
Rv0911,0.0,Putative hydroxylase,0.0,0.0,,0.0
Rv0912,0.0,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,0.0,0.0,,0.0
Rv0913c,0.0,"Lignostilbene-alpha,beta-dioxygenase and related enzymes",0.0,0.0,,0.0
Rv0914c,0.0,3-ketoacyl-CoA thiolase (EC 2.3.1.16),0.0,0.0,,0.0
Rv0915c,0.0,PPE family protein,0.0,0.0,,0.0
Rv0916c,0.0,PE family protein,0.0,0.0,,0.0
Rv0917,0.0,High-affinity choline uptake protein BetT,0.0,0.0,,0.0
Rv0918,0.0,,0.0,0.0,,0.0
Rv0919,0.0,GCN5-related N-acetyltransferase; Histone acetyltransferase HPA2 and related acetyltransferases,0.0,0.0,,0.0
Rv0920c,0.0,Probable transposase for the insertion element IS2606,0.0,0.0,,0.0
Rv0921,0.0,POSSIBLE RESOLVASE,0.0,0.0,,0.0
Rv0922,0.0,Transposase,0.0,0.0,,0.0
Rv0923c,0.0,,0.0,0.0,,0.0
Rv0924c,0.0,Manganese transport protein MntH,0.0,0.0,,0.0
Rv0925c,0.0,BRAMP,0.0,1.0,Function unknown,4.0
Rv0926c,0.0,,0.0,1.0,Function unknown,4.0
Rv0927c,1.0,7-alpha-hydroxysteroid dehydrogenase (EC 1.1.1.159),4.0,1.0,Function unknown; possibly involved in cellular metabolism.,3.0
Rv0928,0.0,"Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)",0.0,0.0,,0.0
Rv0929,0.0,Phosphate transport system permease protein PstC (TC 3.A.1.7.1),0.0,0.0,,0.0
Rv0930,0.0,Phosphate transport system permease protein PstA (TC 3.A.1.7.1),0.0,0.0,,0.0
Rv0931c,0.0,Serine/threonine-protein kinase pknD (EC 2.7.11.1),0.0,0.0,,0.0
Rv0932c,0.0,"Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)",0.0,0.0,,0.0
Rv0933,0.0,Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1),0.0,0.0,,0.0
Rv0934,0.0,"Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)",0.0,0.0,,0.0
Rv0935,0.0,Phosphate transport system permease protein PstC (TC 3.A.1.7.1),0.0,0.0,,0.0
Rv0936,0.0,Phosphate transport system permease protein PstA (TC 3.A.1.7.1),0.0,0.0,,0.0
Rv0937c,0.0,Ku domain protein,0.0,0.0,,0.0
Rv0938,0.0,"ATP-dependent DNA ligase (EC 6.5.1.1) clustered with Ku protein, LigD",0.0,0.0,,0.0
Rv0939,0.0,Fumarylacetoacetase (EC 3.7.1.2),0.0,0.0,,0.0
Rv0940c,0.0,Hydride transferase 1 (Fragment),0.0,1.0,Function unknown; probably involved in cellular metabolism.,2.0
Rv0941c,0.0,,0.0,0.0,,0.0
Rv0942,0.0,,0.0,0.0,,0.0
Rv0943c,0.0,Cyclohexanone monooxygenase (EC 1.14.13.22),0.0,1.0,Function unknown; probably involved in cellular metabolism.,2.0
Rv0944,0.0,Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23),0.0,0.0,,0.0
Rv0945,1.0,"Oxidoreductase, short-chain dehydrogenase/reductase family (EC 1.1.1.-)",1.0,1.0,Function unknown; possibly involved in cellular metabolism.,3.0
Rv0946c,0.0,Glucose-6-phosphate isomerase (EC 5.3.1.9),0.0,0.0,,0.0
Rv0947c,0.0,,0.0,0.0,,0.0
Rv0948c,0.0,Chorismate mutase I (EC 5.4.99.5),0.0,0.0,,0.0
Rv0949,0.0,ATP-dependent DNA helicase UvrD/PcrA,0.0,0.0,,0.0
Rv0950c,0.0,Phage peptidoglycan binding endopeptidase,0.0,0.0,,0.0
Rv0951,0.0,Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5),0.0,0.0,,0.0
Rv0952,0.0,Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5),0.0,1.0,Involved in tricarboxylic acid cycle [catalytic activity: ATP + succinate + CoA = ADP + succinyl-CoA + phosphate].,0.0
Rv0953c,0.0,Hydride transferase 1 (Fragment),0.0,1.0,Function unknown; probably involved in cellular metabolism.,2.0
Rv0954,0.0,antigen 34 kDa,0.0,0.0,,0.0
Rv0955,0.0,FIG021574: Possible membrane protein related to de Novo purine biosynthesis,0.0,0.0,,0.0
Rv0956,0.0,Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2),0.0,0.0,,0.0
Rv0957,0.0,IMP cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3),0.0,0.0,,0.0
Rv0958,0.0,"Magnesium chelatase, subunit ChlI (EC 6.6.1.1)",0.0,0.0,,0.0
Rv0959,0.0,FIG019045: long form Mg-chelase associated protein with vWA domain,0.0,0.0,,0.0
Rv0960,0.0,"Toxin 1, PIN domain",0.0,0.0,,0.0
Rv0961,0.0,PROBABLE INTEGRAL MEMBRANE PROTEIN,0.0,0.0,,0.0
Rv0962c,0.0,"lipoprotein, putative",0.0,0.0,,0.0
Rv0963c,0.0,Putative secreted protein,0.0,0.0,,0.0
Rv0964c,0.0,,0.0,0.0,,0.0
Rv0965c,0.0,,0.0,0.0,,0.0
Rv0966c,0.0,,0.0,0.0,,0.0
Rv0967,0.0,,0.0,0.0,,0.0
Rv0968,0.0,,0.0,0.0,,0.0
Rv0969,0.0,Cu+ P-type ATPase,0.0,0.0,,0.0
Rv0970,0.0,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN,0.0,0.0,,0.0
Rv0971c,0.0,Methylglutaconyl-CoA hydratase (EC 4.2.1.18),0.0,0.0,,0.0
Rv0972c,0.0,"Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.99.2)",0.0,0.0,,0.0
Rv0973c,0.0,Methylcrotonyl-CoA carboxylase biotin-containing subunit (EC 6.4.1.4),0.0,0.0,,0.0
Rv0974c,0.0,Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4),0.0,0.0,,0.0
Rv0975c,0.0,Isovaleryl-CoA dehydrogenase (EC 1.3.99.10),0.0,0.0,,0.0
Rv0976c,0.0,expressed protein,0.0,0.0,,0.0
Rv0977,0.0,PE-PGRS FAMILY PROTEIN,0.0,0.0,,0.0
Rv0978c,0.0,PE_PGRS family protein,0.0,0.0,,0.0
Rv0979A,0.0,LSU ribosomal protein L32p,0.0,0.0,,0.0
Rv0979c,0.0,,0.0,0.0,,0.0
Rv0980c,0.0,PE_PGRS family protein,0.0,0.0,,0.0
Rv0981,0.0,Two-component response regulator,0.0,0.0,,0.0
Rv0982,0.0,Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-),0.0,0.0,,0.0
Rv0983,0.0,Heat shock protein HtrA,0.0,0.0,,0.0
Rv0984,0.0,Molybdenum cofactor biosynthesis protein MoaB,0.0,0.0,,0.0
Rv0985c,0.0,Large-conductance mechanosensitive channel,0.0,0.0,,0.0
Rv0986,0.0,AttE component of AttEFGH ABC transport system,0.0,0.0,,0.0
Rv0987,0.0,AttF component of AttEFGH ABC transport system / AttG component of AttEFGH ABC transport system,0.0,0.0,,0.0
Rv0988,0.0,AttH component of AttEFGH ABC transport system,0.0,0.0,,0.0
Rv0989c,0.0,Octaprenyl-diphosphate synthase (EC 2.5.1.-) / Dimethylallyltransferase (EC 2.5.1.1) / Geranyltranstransferase (farnesyldiphosphate synthase) (EC 2.5.1.10) / Geranylgeranyl pyrophosphate synthetase (EC 2.5.1.29),0.0,0.0,,0.0
Rv0990c,0.0,Heat shock protein 22.5 (Hsp22.5),0.0,0.0,,0.0
Rv0991c,0.0,Type I antifreeze protein,0.0,0.0,,0.0
Rv0992c,0.0,5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2),0.0,0.0,,0.0
Rv0993,0.0,UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9),0.0,0.0,,0.0
Rv0994,0.0,Molybdopterin biosynthesis protein MoeA,0.0,0.0,,0.0
Rv0995,0.0,Ribosomal-protein-S5p-alanine acetyltransferase,0.0,0.0,,0.0
Rv0996,0.0,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,0.0,0.0,,0.0
Rv0997,0.0,,0.0,0.0,,0.0
Rv0998,0.0,cyclic nucleotide-binding protein,0.0,0.0,,0.0
Rv0999,0.0,,0.0,0.0,,0.0
Rv1000c,0.0,Alkylated DNA repair protein AlkB,0.0,0.0,,0.0
Rv1001,0.0,Arginine deiminase (EC 3.5.3.6),0.0,0.0,,0.0
Rv1002c,0.0,CONSERVED MEMBRANE PROTEIN,0.0,0.0,,0.0
Rv1003,0.0,rRNA small subunit methyltransferase I,0.0,0.0,,0.0
Rv1004c,0.0,elastin,0.0,0.0,,0.0
Rv1005c,0.0,"Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)",0.0,0.0,,0.0
Rv1006,0.0,,0.0,0.0,,0.0
Rv1007c,0.0,Methionyl-tRNA synthetase (EC 6.1.1.10),0.0,0.0,,0.0
Rv1008,0.0,Putative deoxyribonuclease YcfH,0.0,0.0,,0.0
Rv1009,0.0,Cell wall-binding protein,0.0,0.0,,0.0
Rv1010,0.0,Dimethyladenosine transferase (EC 2.1.1.-),0.0,0.0,,0.0
Rv1011,0.0,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148),0.0,0.0,,0.0
Rv1012,0.0,,0.0,0.0,,0.0
Rv1013,0.0,Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3),0.0,0.0,,0.0
Rv1014c,0.0,Peptidyl-tRNA hydrolase (EC 3.1.1.29),0.0,0.0,,0.0
Rv1015c,0.0,LSU ribosomal protein L25p,0.0,0.0,,0.0
Rv1016c,0.0,"lipoprotein, putative",0.0,0.0,,0.0
Rv1017c,0.0,Ribose-phosphate pyrophosphokinase (EC 2.7.6.1),0.0,0.0,,0.0
Rv1018c,0.0,N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157),0.0,0.0,,0.0
Rv1019,0.0,"Transcriptional regulator, TetR family",0.0,0.0,,0.0
Rv1020,0.0,Transcription-repair coupling factor,0.0,0.0,,0.0
Rv1021,0.0,Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8),0.0,0.0,,0.0
Rv1022,0.0,,0.0,0.0,,0.0
Rv1023,0.0,Enolase (EC 4.2.1.11),0.0,0.0,,0.0
Rv1024,0.0,"Cell division protein DivIC (FtsB), stabilizes FtsL against RasP cleavage",0.0,0.0,,0.0
Rv1025,0.0,FIG004853: possible toxin to DivIC,0.0,0.0,,0.0
Rv1026,0.0,Exopolyphosphatase (EC 3.6.1.11),0.0,0.0,,0.0
Rv1027c,0.0,DNA-binding response regulator KdpE,0.0,0.0,,0.0
Rv1028A,0.0,,0.0,0.0,,0.0
Rv1028c,0.0,Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-),0.0,0.0,,0.0
Rv1029,0.0,Potassium-transporting ATPase A chain (EC 3.6.3.12) (TC 3.A.3.7.1),0.0,0.0,,0.0
Rv1030,0.0,Potassium-transporting ATPase B chain (EC 3.6.3.12) (TC 3.A.3.7.1),0.0,0.0,,0.0
Rv1031,0.0,Potassium-transporting ATPase C chain (EC 3.6.3.12) (TC 3.A.3.7.1),0.0,0.0,,0.0
Rv1032c,0.0,Sensor protein basS/pmrB (EC 2.7.3.-),0.0,0.0,,0.0
Rv1033c,0.0,DNA-binding response regulator TrcR,0.0,0.0,,0.0
Rv1034c,0.0,transposase,0.0,0.0,,0.0
Rv1035c,0.0,PROBABLE TRANSPOSASE (FRAGMENT),0.0,0.0,,0.0
Rv1036c,0.0,Mobile element protein,0.0,0.0,,0.0
Rv1037c,0.0,ESAT-6-like protein EsxL,0.0,0.0,,0.0
Rv1038c,0.0,ESAT-6-like protein EsxK,0.0,0.0,,0.0
Rv1039c,0.0,PPE family protein,0.0,0.0,,0.0
Rv1040c,0.0,PPE family protein,0.0,0.0,,0.0
Rv1041c,0.0,Mobile element protein,0.0,0.0,,0.0
Rv1042c,0.0,,0.0,0.0,,0.0
Rv1043c,0.0,protease-related protein,0.0,0.0,,0.0
Rv1044,0.0,,0.0,0.0,,0.0
Rv1045,0.0,,0.0,0.0,,0.0
Rv1046c,0.0,,0.0,0.0,,0.0
Rv1047,0.0,Mobile element protein,0.0,0.0,,0.0
Rv1048c,0.0,,0.0,0.0,,0.0
Rv1049,0.0,Organic hydroperoxide resistance transcriptional regulator,0.0,0.0,,0.0
Rv1050,1.0,"Oxidoreductase, short-chain dehydrogenase/reductase family (EC 1.1.1.-)",2.0,1.0,Function unknown; probably involved in cellular metabolism,3.0
Rv1051c,0.0,,0.0,0.0,,0.0
Rv1052,0.0,,0.0,0.0,,0.0
Rv1053c,0.0,,0.0,0.0,,0.0
Rv1054,0.0,Integrase,0.0,0.0,,0.0
Rv1055,0.0,,0.0,0.0,,0.0
Rv1056,0.0,,0.0,0.0,,0.0
Rv1057,0.0,"surface antigen, putative",0.0,0.0,,0.0
Rv1058,0.0,Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3),0.0,0.0,,0.0
Rv1059,0.0,,0.0,1.0,Function unknown,3.0
Rv1060,0.0,,0.0,0.0,,0.0
Rv1061,0.0,"glutamine amidotransferases, class-II",0.0,0.0,,0.0
Rv1062,0.0,"probably phosphoesterase, evidenced by COGnitor",0.0,0.0,,0.0
Rv1063c,0.0,UPF0028 protein YchK,0.0,0.0,,0.0
Rv1064c,0.0,PUTATIVE LIPOPROTEIN LPQV,0.0,0.0,,0.0
Rv1065,0.0,,0.0,0.0,,0.0
Rv1066,0.0,,0.0,0.0,,0.0
Rv1067c,0.0,PE-PGRS FAMILY PROTEIN,0.0,0.0,,0.0
Rv1068c,0.0,PE-PGRS FAMILY PROTEIN,0.0,0.0,,0.0
Rv1069c,0.0,Predicted membrane protein (DUF2319),0.0,0.0,,0.0
Rv1070c,0.0,3-methylthioacryloyl-CoA hydratase 2 (DmdD2),0.0,0.0,,0.0
Rv1071c,0.0,3-hydroxyisobutyryl-CoA hydrolase (EC 3.1.2.4),0.0,0.0,,0.0
Rv1072,0.0,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,0.0,0.0,,0.0
Rv1073,0.0,,0.0,0.0,,0.0
Rv1074c,0.0,3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9),0.0,0.0,,0.0
Rv1075c,0.0,CONSERVED EXPORTED PROTEIN,0.0,0.0,,0.0
Rv1076,0.0,esterase,0.0,0.0,,0.0
Rv1077,0.0,Cystathionine beta-synthase (EC 4.2.1.22),0.0,0.0,,0.0
Rv1078,0.0,Proline-rich antigen homolog,0.0,0.0,,0.0
Rv1079,0.0,Cystathionine gamma-lyase (EC 4.4.1.1),0.0,0.0,,0.0
Rv1080c,0.0,Transcription elongation factor GreA,0.0,0.0,,0.0
Rv1081c,0.0,,0.0,0.0,,0.0
Rv1082,0.0,Mycothiol S-conjugate amidase Mca,0.0,0.0,,0.0
Rv1083,0.0,probable secreted protein,0.0,0.0,,0.0
Rv1084,0.0,Thymidylate kinase (EC 2.7.4.9),0.0,0.0,,0.0
Rv1085c,0.0,COG1272: Predicted membrane protein hemolysin III homolog,0.0,0.0,,0.0
Rv1086,0.0,Undecaprenyl pyrophosphate synthetase (EC 2.5.1.31),0.0,0.0,,0.0
Rv1087,0.0,,0.0,0.0,,0.0
Rv1087A,0.0,Undecaprenyl pyrophosphate synthetase (EC 2.5.1.31),0.0,0.0,,0.0
Rv1088,0.0,PE family protein,0.0,0.0,,0.0
Rv1089,0.0,PE family protein,0.0,0.0,,0.0
Rv1089A,0.0,,0.0,0.0,,0.0
Rv1090,0.0,"PROBABLE CELLULASE CELA2B (ENDO-1,4-BETA-GLUCANASE) (ENDOGLUCANASE) (CARBOXYMETHYL CELLULASE) (EC 3.2.1.4)",0.0,0.0,,0.0
Rv1091,0.0,PE-PGRS FAMILY PROTEIN,0.0,0.0,,0.0
Rv1092c,0.0,Pantothenate kinase (EC 2.7.1.33),0.0,0.0,,0.0
Rv1093,0.0,Serine hydroxymethyltransferase 1 (EC 2.1.2.1),0.0,0.0,,0.0
Rv1094,0.0,Fatty acid desaturase occurring in virulence cluster,0.0,0.0,,0.0
Rv1095,0.0,Predicted ATPase related to phosphate starvation-inducible protein PhoH,0.0,0.0,,0.0
Rv1096,0.0,Possible glycosyl hydrolase (EC 3.-.-.-),0.0,0.0,,0.0
Rv1097c,0.0,PROBABLE MEMBRANE GLYCINE AND PROLINE RICH PROTEIN,0.0,0.0,,0.0
Rv1098c,0.0,Fumarate hydratase class II (EC 4.2.1.2),0.0,0.0,,0.0
Rv1099c,0.0,"Fructose-1,6-bisphosphatase, GlpX type (EC 3.1.3.11)",0.0,0.0,,0.0
Rv1100,0.0,,0.0,0.0,,0.0
Rv1101c,0.0,CONSERVED MEMBRANE PROTEIN,0.0,0.0,,0.0
Rv1102c,0.0,"Death on curing protein, Doc toxin",0.0,0.0,,0.0
Rv1103c,0.0,"Prevent host death protein, Phd antitoxin",0.0,0.0,,0.0
Rv1104,0.0,Carboxylesterase (EC 3.1.1.1),0.0,0.0,,0.0
Rv1105,0.0,"Carboxylesterase, type B",0.0,0.0,,0.0
Rv1106c,0.0,PROBABLE CHOLESTEROL DEHYDROGENASE,0.0,1.0,Oxidizes 3-beta-hydroxysterols using NAD+ as cofactor,1.0
Rv1107c,0.0,Exodeoxyribonuclease VII small subunit (EC 3.1.11.6),0.0,0.0,,0.0
Rv1108c,0.0,Exodeoxyribonuclease VII large subunit (EC 3.1.11.6),0.0,0.0,,0.0
Rv1109c,0.0,,0.0,0.0,,0.0
Rv1110,0.0,4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2),0.0,0.0,,0.0
